seller_id,baseline_volume,recent_volume,baseline_review,recent_review,baseline_delay,recent_delay,baseline_rate,recent_rate,volume_decay,review_decay,delay_surge,SFI
001cca7ae9ae17fb1caed9dfb1094831,158,18.0,4.058064516129032,3.9444444444444446,1.9626736111111112,3.7530497685185185,17.555555555555557,6.0,0.6582278481012659,0.02799858682211609,0.9122128851540615,0.5707530845386393
002100f778ceb8431b7a1020ff7ab48f,39,10.0,3.948717948717949,3.9,4.014131944444444,2.895914351851852,4.333333333333333,3.3333333333333335,0.23076923076923067,0.012337662337662406,0.0,0.07293206793206791
004c9cd9d87a3c30c522c48c4fc07416,108,19.0,4.09433962264151,4.0,1.6541087962962964,0.9001736111111112,12.0,6.333333333333333,0.47222222222222227,0.02304147465437793,0.0,0.14857910906298005
00ee68308b45bc5e2660cd833c3f81cc,41,76.0,4.463414634146342,4.226666666666667,1.147662037037037,1.8331481481481482,4.555555555555555,25.333333333333332,0.0,0.053041894353369874,0.5972891748522562,0.2548282382469135
013900e863eace745d3ec7614cab5b1a,8,11.0,5.0,4.363636363636363,3.119085648148148,1.950625,0.8888888888888888,3.6666666666666665,0.0,0.12727272727272734,0.0,0.0381818181818182
014c0679dd340a0e338872e7ec85666a,5,5.0,4.4,3.6,6.259976851851852,6.910231481481482,0.5555555555555556,1.6666666666666667,0.0,0.18181818181818185,0.10387492558175652,0.09609542477815716
01bcc9d254a0143f0ce9791b960b2a47,9,2.0,4.375,4.5,1.9242939814814815,1.2493344907407407,1.0,0.6666666666666666,0.33333333333333337,0.0,0.0,0.1
01c97ebb5cdac52891c0ed1c37ba0012,5,3.0,4.6,3.3333333333333335,1.0595949074074074,0.4492939814814815,0.5555555555555556,1.0,0.0,0.2753623188405796,0.0,0.08260869565217388
01cf7e3d21494c41fb86034f2e714fa1,32,5.0,3.90625,3.8,2.314074074074074,2.958090277777778,3.5555555555555554,1.6666666666666667,0.53125,0.027200000000000047,0.2783040572983355,0.2788566229193342
01ed254b9ff8407dfb9d99ba1e17d923,5,0.0,5.0,,0.8997800925925926,,0.5555555555555556,0.0,1.0,0.0,0.0,0.3
01fdefa7697d26ad920e9e0346d4bd1b,66,24.0,4.363636363636363,4.208333333333333,1.9292129629629629,1.5228182870370373,7.333333333333333,8.0,0.0,0.035590277777777776,0.0,0.010677083333333332
0241d4d5d36f10f80c644447315af0bd,25,71.0,4.44,4.171428571428572,2.133599537037037,2.3847222222222224,2.7777777777777777,23.666666666666668,0.0,0.06048906048906051,0.11769907183890917,0.06522634688228182
0249d282d911d23cb8b869ab49c99f53,10,1.0,4.2,5.0,2.612638888888889,14.149247685185186,1.1111111111111112,0.3333333333333333,0.7000000000000001,0.0,1.0,0.6100000000000001
02c988090b766852e088c69d7fb3b551,6,2.0,4.2,5.0,1.6432986111111112,2.191707175925926,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3337242307069255,0.1334896922827702
02d35243ea2e497335cd0f076b45675d,12,1.0,2.9166666666666665,1.0,10.561244212962963,23.481284722222224,1.3333333333333333,0.3333333333333333,0.75,0.6571428571428571,1.0,0.8221428571428572
02ecc2a19303f05e59ce133fd923fff7,9,6.0,4.777777777777778,4.0,4.611284722222222,3.924351851851852,1.0,2.0,0.0,0.1627906976744186,0.0,0.048837209302325574
02f5837340d7eb4f653d676c7256523a,12,13.0,4.916666666666667,4.6923076923076925,3.613865740740741,2.1002314814814813,1.3333333333333333,4.333333333333333,0.0,0.045632333767927004,0.0,0.013689700130378102
04308b1ee57b6625f47df1d56f00eedf,7,38.0,3.857142857142857,4.052631578947368,3.184988425925926,3.6325636574074074,0.7777777777777778,12.666666666666666,0.0,0.0,0.1405264860111272,0.05621059440445088
0432ead42b6c8a0bdf68154add917fdf,76,7.0,4.5131578947368425,3.857142857142857,1.2817361111111112,1.0645023148148147,8.444444444444445,2.3333333333333335,0.7236842105263157,0.14535610162432325,0.0,0.2607120936451917
048c2757535328e0d7dac690ad3c0aae,19,9.0,4.555555555555555,2.888888888888889,2.8724421296296296,2.5641203703703703,2.111111111111111,3.0,0.0,0.36585365853658536,0.0,0.10975609756097561
04aa0a1c5ce6b222003403a3e11c3cc0,9,1.0,4.0,4.0,2.982488425925926,14.294722222222223,1.0,0.3333333333333333,0.6666666666666667,0.0,1.0,0.6000000000000001
04aba03279157f6d4e0fe8ccaf21963c,9,4.0,4.555555555555555,4.25,2.136597222222222,2.8758043981481483,1.0,1.3333333333333333,0.0,0.06707317073170728,0.3459740414513387,0.15851156780004766
04e38a233f726ef161074ab1c9b0399a,15,4.0,3.4,4.5,4.899456018518518,3.5627488425925926,1.6666666666666667,1.3333333333333333,0.20000000000000007,0.0,0.0,0.06000000000000002
0509040ea3fe50071181bbc359eb7738,56,24.0,4.537037037037037,4.291666666666667,1.3723611111111111,2.037199074074074,6.222222222222222,8.0,0.0,0.05408163265306119,0.48444826771919175,0.21000379688359508
054694fa03fe82cec4b7551487331d74,8,3.0,2.75,3.0,9.405920138888888,12.901840277777778,0.8888888888888888,1.0,0.0,0.0,0.37167231778153914,0.14866892711261567
058fd0aa2bfdb2274e05e1ae971dabb6,36,11.0,4.305555555555555,4.363636363636363,1.8321354166666666,1.293564814814815,4.0,3.6666666666666665,0.08333333333333337,0.0,0.0,0.025000000000000012
05a940b4ecae36cadfd8e93bd9c43257,7,3.0,4.714285714285714,2.0,2.2629282407407407,7.3714814814814815,0.7777777777777778,1.0,0.0,0.5757575757575758,1.0,0.5727272727272728
05d2173d43ea568aa0540eba70d2ca76,12,32.0,4.583333333333333,4.066666666666666,1.9174421296296296,2.6106249999999998,1.3333333333333333,10.666666666666666,0.0,0.11272727272727272,0.36151436315017466,0.17842392707825167
05f51e13da97139648b8125c31e5f51b,56,4.0,4.089285714285714,3.75,3.110474537037037,3.4730324074074073,6.222222222222222,1.3333333333333333,0.7857142857142858,0.08296943231441051,0.11656030809875528,0.30722923864811097
